Source,Target,Weight,id1,id2
2023-12-01_1993.txt,2023-12-04_1939.txt,1.0000000000000004,1993,1939
2023-12-03_1954.txt,2023-12-04_1939.txt,1.0000000000000004,1954,1939
2023-11-03_2619.txt,2023-12-04_1939.txt,0.7971563955686475,2619,1939
2023-11-01_2677.txt,2023-12-04_1939.txt,0.7971563955686475,2677,1939
2023-11-08_2496.txt,2023-12-04_1939.txt,0.7971563955686475,2496,1939
2023-11-02_2642.txt,2023-12-04_1939.txt,0.7971563955686475,2642,1939
2023-11-05_2567.txt,2023-12-04_1939.txt,0.7971563955686475,2567,1939
2023-11-07_2521.txt,2023-12-04_1939.txt,0.7971563955686475,2521,1939
2023-11-04_2588.txt,2023-12-04_1939.txt,0.7971563955686475,2588,1939
2023-11-06_2547.txt,2023-12-04_1939.txt,0.7971563955686475,2547,1939
2023-10-13_3166.txt,2023-12-04_1939.txt,0.7358889709770678,3166,1939
2023-11-30_2007.txt,2023-12-04_1939.txt,0.9384609359182496,2007,1939
2023-10-20_2978.txt,2023-12-04_1939.txt,0.7200338360039531,2978,1939
2023-10-16_3104.txt,2023-12-04_1939.txt,0.7152208445361109,3104,1939
2023-11-27_2068.txt,2023-12-04_1939.txt,0.8693097234114189,2068,1939
2023-11-25_2097.txt,2023-12-04_1939.txt,0.866412503833609,2097,1939
2023-10-22_2929.txt,2023-12-04_1939.txt,0.7109536247185563,2929,1939
2023-11-28_2047.txt,2023-12-04_1939.txt,0.864189648224497,2047,1939
2023-11-23_2145.txt,2023-12-04_1939.txt,0.8602603249200639,2145,1939
2023-10-21_2944.txt,2023-12-04_1939.txt,0.6715927385220771,2944,1939
2023-10-25_2866.txt,2023-12-04_1939.txt,0.7272479638356882,2866,1939
2023-11-24_2124.txt,2023-12-04_1939.txt,0.8125097878595868,2124,1939
2023-10-27_2810.txt,2023-12-04_1939.txt,0.7255346050009696,2810,1939
2023-10-28_2776.txt,2023-12-04_1939.txt,0.7190620308116569,2776,1939
2023-10-19_3010.txt,2023-12-04_1939.txt,0.7807610069878551,3010,1939
2023-11-09_2469.txt,2023-12-04_1939.txt,0.7971563955686475,2469,1939
2023-10-23_2913.txt,2023-12-04_1939.txt,0.7095943177910248,2913,1939
2023-10-14_3134.txt,2023-12-04_1939.txt,0.7742801793981631,3134,1939
2023-10-30_2733.txt,2023-12-04_1939.txt,0.7706633167159117,2733,1939
2023-11-20_2218.txt,2023-12-04_1939.txt,0.773147072022982,2218,1939
2023-11-13_2373.txt,2023-12-04_1939.txt,0.7791226789175026,2373,1939
2023-11-22_2173.txt,2023-12-04_1939.txt,0.7706633167159117,2173,1939
2023-11-16_2301.txt,2023-12-04_1939.txt,0.7719443301393293,2301,1939
2023-11-21_2192.txt,2023-12-04_1939.txt,0.7753509466568076,2192,1939
2023-10-10_3253.txt,2023-12-04_1939.txt,0.7055156435314449,3253,1939
